JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
Hiring for PL/SQL Developer for IT Client.,IPS Vantage Tech Services Private Limited,"Mumbai, Maharashtra",10 days ago,2020-12-26,"Develop, design, test and implement complex database programs using Oracle and third party tools.
Experience with Oracle Version 10g, 11g, 12c.",
Jr. Software Developer,Anvitech Solutions LLP,"Mumbai, Maharashtra",16 days ago,2020-12-26,"C# (.NET framework 4.5.2+) web programming, MVC, SQL Server 2008.
Expertise with designing and developing applications using .
NET Framework 3.5, 4 & 4.5.","₹1,00,000 - ₹1,20,000 a year"
Full Stack Developer,Riverbridge Ventures,"Mumbai, Maharashtra",2 days ago,2020-12-26,"Minimum 1 to 4 years of experience in working as a Front-end / Back-end developer.
Experience - 1 to 4 years.
Employment type - work from home.",
MEAN Stack Developer,Euclid Infotech Ltd.,"Mira Road, Maharashtra",14 days ago,2020-12-26,"We are looking for a Mean Stack Developer with Clouds responsible for developing core solutions within the product portfolio.
Job Types: Full-time, Walk-In.","₹30,000 - ₹65,000 a month"
Full Stack Engineer (Mean Stack),Delivery Solutions,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"The essential functions of this profile include:
MongoDB database skills with suitable SQL query development.
Development of UI using Angular, HTML, and CSS.","₹5,00,000 - ₹17,00,000 a year"
React Developer,UD IT SOLUTIONS,"Mumbai, Maharashtra",27 days ago,2020-12-26,"Creating Web Application using React JS.
Expected Start Date: 3/12/2020.
Job Types: Full-time, Fresher.
Salary: ₹10,000.00 - ₹15,000.00 per month.","₹10,000 - ₹15,000 a month"
Backend Developer,PurpleTutor,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Knowledge of Node.js, and MySQL.
Creating RESTful services with Node.js.
Work in a cross-functional team to deliver a complete user experience.","₹2,50,000 - ₹6,00,000 a year"
Front End Developer,AllinCall Research and Solutions,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Front End Developer Job Description *.
We, at CognoAI (AllinCall), are looking for programmers with a keen eye for design for the position of Front End…","₹3,50,000 - ₹6,00,000 a year"
Database Developer & Engineering,Morgan Stanley,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Experience of leading and mentoring developers.
POSTING DATE: Nov 27, 2020.
PRIMARY LOCATION: Non-Japan Asia-India-Maharashtra-Mumbai (MSA).",
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
Software Developer,HRMantra Software,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Skills : C #, SQL ,ASP.net,.
Assisting customers or team, Bug Resolution, Code Optimization and Primary Testing, Code Review, Programming, Technical…",
Javascript Developer/Lead,Gray Matrix,"Mumbai, Maharashtra",22 days ago,2020-12-26,"Depending on the specific case, a developer should have the knowledge of advanced JavaScript libraries and frameworks such as AngularJS, KnockoutJS, BackboneJS,…",
Xamarin Developer,Vaamoz Online,"Mumbai, Maharashtra",21 days ago,2020-12-26,"Experience with xamarin/C# , SQL) \* Experience with API integration (Rest, JSON, XML).
Excellent understanding of iOS and Android.","₹2,20,000 - ₹9,00,000 a year"
Sr. Developer (ROR/Full stack),Curve Tomorrow,"Mumbai, Maharashtra",2 days ago,2020-12-26,"Work for a company with a great purpose, great culture and an attractive salary!
""*Are you looking to build products that can change the world and help us reach…","₹10,00,000 - ₹20,00,000 a year"
Frontend Developer,LocoBuzz,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Note: Every front-end developer is expected to have a proficient knowledge of JavaScript, while most front-end developers should know jQuery.",
Database Developer & Admin,Datamini Technologies,"Andheri, Mumbai, Maharashtra",30+ days ago,2020-12-26,"Location: Andheri (E), Mumbai, MH; Indore, MP.
A professional database administrator (DBA) will develop schema and database and keep the database up and running…",
Web Developer,Postbox Communications,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"We are looking for young geniuses developer who are pro-active and enthusiastic about technology.
Regular exposure to business stakeholders and executive…",
Sr VueJs Developer,Richpanel,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Participation in Company’s product and implementation as a Frontend developer.
We’re looking for a highly skilled and motivated Senior VueJs Developer with 2+…","₹12,00,000 - ₹18,00,000 a year"
Trainee C++ Developer,VXL Software,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Strong proficiency in C++, with fair knowledge of the language specification.
Knowledge of the latest C++11 standard is appreciated.
13.Basic knowledge of QT.",
"Python ,Spark Developer","JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",Today,2020-12-26,"As a developer you will participate in application design and development.
The role sought is for an Application developer at the Mumbai - India Technology…",
Web Developer,Connectixx,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Writing well designed, testable, efficient code by using best software development practices, Creating website layout/user interfaces by using standard HTML/CSS…",
Node js developer,Huvi DigiLife Private Limited,"Mumbai, Maharashtra",8 days ago,2020-12-26,"Handling existing entertainment portal in Node.js, integrate them with other websites, developing new website, fixing error.
Total work: 1 year (Preferred).","₹2,40,000 - ₹6,00,000 a year"
Front End Developer,Candies Studios,"Navi Mumbai, Maharashtra",2 days ago,2020-12-26,"We are looking for a Front-End Web Developer who is motivated to combine the art of design with the art of programming.
Develop new user-facing features.","₹10,000 - ₹20,000 a month"
Senior Software Developer,Sterling Check,"Mumbai, Maharashtra",18 days ago,2020-12-26,"We have great people here and are looking for more.
Come join us - you will love it!
Equal Employment Opportunities at Sterling.",
"PHP Software Developer, Website Developer, CODEIGNITER (PHP Framework)",EROCKETMALL ONLINE ASIA LIMITED,"Andheri, Mumbai, Maharashtra",9 days ago,2020-12-26,"Oxiinc Group is an Indian multinational technology company that specializes in Internet-related services and products.
What We Have For You: *.","₹20,000 - ₹50,000 a month"
.Net Developer (3+ yrs),Integrated Personnel Services Limited,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"IPS Group is looking for .
Net Developer with our Fintech client.
Experience: 3 yrs to 6 yrs.
Note: Alternate Saturdays working and twice a week need to…",
Senior C# Developer,nph technologies,"Navi Mumbai, Maharashtra",18 days ago,2020-12-26,"Lead and manage backend developers team including code reviews.
Proficient in C# with a good knowledge of its ecosystem, with more than 4 years of hands on…","₹7,50,000 - ₹12,50,000 a year"
Senior Odoo Developer,eJam,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"We plan to offer a salary of Rs.10-15 lakh per annum for senior developers (more than 5 years experience.
We are looking for expert Odoo developers (5+ years…","₹10,00,000 - ₹15,00,000 a year"
Hybrid Application Developer,SKEIN TECHNOLOGIES,"Mumbai, Maharashtra",17 days ago,2020-12-26,"No of open positions* : 5 Permanent + 5 Contract.
Primary skills: Ionic Framework, Angular JavaScript.
CTC Range: 3.6 – 4.5 L/A.","₹25,000 - ₹40,000 a month"
Immediate Requirement for .Net Developers,Spine Technologies (I) Pvt. Ltd.,"Mumbai, Maharashtra",17 days ago,2020-12-26,"In-depth knowledge of .
Net Framework 4.0 and above.
Should have experience in C#, ASP.
NET Webforms, MVC 4.0 & above, ADO.
NET, LINQ, AJAX, Web services.","₹3,84,633 - ₹9,75,266 a year"
Bigcommerce Developer - Mumbai / Pune,The Plum Tree Group,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"The Plum Tree Group is a Global Digital Agency focused on consulting, design, and development for emerging businesses located in the heart of Chicago.",
Business Analyst,Ishatva Management Solutions,"Mumbai, Maharashtra",7 days ago,2020-12-26,"Study user requirements and design user experiences keeping simplicity in mind.
Analyze data to derive patterns that facilitate solution building and drive…","₹5,00,000 - ₹6,00,000 a year"
Software Developer,Stock Holding,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Eligibility Criteria Only Indian Citizens are eligible to apply.
Educational Qualifications Graduates in B.
Sc(IT)/ BE/B.Tech in Computer Science/IT/Electronics…",
Front End Developer Intern,talentbag,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"We are looking for someone with 0-2 Yrs of Exp developing html pages using designs.
Your current location should be Mumbai.
Salary: From ₹150,000.00 per year.","₹1,50,000 a year"
FULL STACK WEB DEVELOPER,Taares & Sitare,"Mumbai, Maharashtra",4 days ago,2020-12-26,"We are Diamond jewelry manufacturers and exporters from Mumbai.
For our Digital Marketing office at LONAVALA - (Hill Station - NO pollution, traffic jam and…","₹20,000 - ₹40,000 a month"
Full Stack Developer,Transfinite Innovative Solution Pvt. Ltd.,"Dadar, Mumbai, Maharashtra",14 days ago,2020-12-26,"We required full stack developer for android application.
Job Types: Full-time, Walk-In.
Total work: 1 year (Preferred).
Angular / Node JS: 1 year (Preferred).",
Web Developer,WebConnect,"Mumbai, Maharashtra",28 days ago,2020-12-26,"WCI seeks experienced and talented web developers for contract work, part-time work.
We are growing fast and will all consider full-time candidates periodically…",
PHP DEVELOPER,Convergence IT Services,"Vidyavihar, Mumbai, Maharashtra",30+ days ago,2020-12-26,"Integration of user-facing elements developed by back-end developers.
We are urgently Looking for a talented PHP Developer.",
UI/UX Developer,Sage IT India,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Computer Skills: HTML 5, CSS 3(SCSS), Microsoft Office, JavaScript, Angular 8, Angular Material Framework v10, Bootstrap.
Master's degree is desired.",
Full Stack Developer,WhiteCrow Research,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Work as part of the engineering and product team to develop complex platforms and systems that are scalable.
Good Knowledge of MySQL/NoSQL/ Nginx/REST APIs and…",
PHP Web Developer - Intern,Altrone Ltd,"Mumbai, Maharashtra",29 days ago,2020-12-26,"We are hiring for web development internship in Mumbai.
Qualification*: BE (IT/Computer Science) MCA, BCA, BCCA, BSC(IT/Computer Science), MSC.","₹10,000 a month"
Software Developer In Test,Datamini Technologies,"Andheri, Mumbai, Maharashtra",30+ days ago,2020-12-26,"Work with firmware developers and validation engineers.
Location: Andheri (E), Mumbai, MH; Indore, MP.
As a Test Engineer you will be responsible for planning…",
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
Wordpress Developer,Brij Design Studio,"Mumbai, Maharashtra",21 days ago,2020-12-26,"So besides these obvious skill sets, WordPress developer should have a good understanding of its CMS functionalities, codebase architecture & most importantly…","₹18,000 - ₹25,000 a month"
PHP Full Stack Developer,Openspace Services,"Borivali, Mumbai, Maharashtra",2 days ago,2020-12-26,"We are looking for PHP developer who will be responsible for development, support and maintenance of web applications / Portals and works under high supervision…",
Angular Developer,Bizotics,"Thane, Maharashtra",4 days ago,2020-12-26,"Angular 2+ Developer with 3-5 years of experience.
Selected candidate will be working in BFSI domain.
Salary: ₹35,000.00 - ₹50,000.00 per month.","₹35,000 - ₹50,000 a month"
"Software Engineering - Oracle, Python","JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",1 day ago,2020-12-26,"We are looking for an application developer to help to build out, enhance and support Front office, middle office, regulatory and compliance reporting framework…",
Sr. Android Developer,Actofit Wearables Pvt Ltd,"CBD Belapur, Navi Mumbai, Maharashtra",1 day ago,2020-12-26,"We are looking for highly energized, motivated and proficient candidates for the position of Android Developer.
Or visit are website- www.actofit.com*.","₹25,000 - ₹50,000 a month"
Angular Developer,Morgan Stanley,"Mumbai, Maharashtra",7 days ago,2020-12-26,"Net developer to build dashboards that will be used by the Wealth Management Field.
POSTING DATE: Dec 18, 2020.
EDUCATION LEVEL: Bachelor's Degree.",
Web Developer - ( WEB DEESIGNING ),BCOD Web Solutions Pvt. Ltd.,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Web Designing (Code BCOD_WebDesigning).
Total Experience : 0.6 - 24 months.
Candidates should be able to demonstrate in the interview that they have handled all…",
Artificial Intelligence and Machine Learning Developers,Gray Matrix,"Mumbai, Maharashtra",22 days ago,2020-12-26,"Research, develop, optimize and productize for artificial intelligence and machine learning applications.
Implement core NLP functionality (Tokenization, part…",
ReactJS Developer,Awdiz IT Services,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Proficient in React, its core principles and Component based UI development.
Experience with popular React.js workflows (such as Flux or Redux).","₹14,00,000 a year"
Android Developer,Qleverlabs Technologies,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"You will be working along-side other engineers and developers working on different layers of the infrastructure.
Identify and correct bottlenecks and fix bugs.",
Node Stack Developer,BirlaSoft,"Mumbai, Maharashtra",8 days ago,2020-12-26,"Work with development teams and product managers to ideate software solutions.
Design client-side and server-side architecture.",
Software Test Engineer,Reliance Jio Infocomm Limited,"Mumbai, Maharashtra",4 days ago,2020-12-26,"Job Description : * Job Responsibilities : 1.
Participate in the software development activities with responsibility for a module 2.",
Django Developer,AllinCall Research and Solutions,"Mumbai, Maharashtra",28 days ago,2020-12-26,"Django developer: 1 year (Preferred).
Important Note*: Only shortlisted candidates would be contacted for further discussion.
F.) Experience: 0-1 Years.","₹3,00,000 - ₹5,00,000 a year"
Software Engineer,Tech mahindra,"Mumbai, Maharashtra",8 days ago,2020-12-26,"A Bachelor’s or Higher Degree is the minimum entry required for the position.
Core Java (Java version 7 or above).",
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
Software Developer,Gulfa Manpower Consultants,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Job Position: Junior, No. Of Position: 2, Experience: 1-2 Yr.","₹10,000 a month"
RPA Developer - Blueprism,Greysoft,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Experience in Banking Domain preferable.
Is conversant with Robotic project SDLC.
Experience in requirement analysis, documenting project related documents –…",
Web Developer,Sure Solutions,"Andheri, Mumbai, Maharashtra",3 days ago,2020-12-26,"Candidate must have all these technologies experience: *.
Angular 6 and above (Core Skill).
HTML 5.0, CSS 3, JavaScript and jQuery, knowledge of Bootstrap, Web…","₹4,00,000 - ₹6,50,000 a year"
Java Developer,Appex Innovation,"Mumbai, Maharashtra",16 days ago,2020-12-26,"At Appex Innovations, we believe in the power of technology to transform healthcare, we believe in being nimble and in continual innovation, we believe that…",
Full Stack Python back-end developer,Strot Infotech LLP,"Mumbai, Maharashtra",6 days ago,2020-12-26,"Must have skills: Python, Flask, SQLAlchemy, MVC/MVT,.
Good to Have: Django, Angularjs,.
Experience: 4+ to 12 years.
Location: Remote (work from home).","₹4,00,000 a year"
.Net Developer,Publicis Groupe,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"We are part of Publicis Groupe, one of the oldest and largest marketing and communication organizations in the world.",
Android Application Developer,INK IN CAPS MEDIA & MARKETING LLP,"Mumbai, Maharashtra",7 days ago,2020-12-26,"You will be working along-side other engineers and developers working on different layers of the infrastructure.
A knack for benchmarking and optimization.","₹3,00,000 a year"
Angular Developer,Artificial Reality,"Vashi, Navi Mumbai, Maharashtra",11 days ago,2020-12-26,"Minimum 5 Years Experience in Angular & HTML.
Experience in Front-end design patterns and architecture.
Tech / M.Tech from reputed College/University.","₹60,000 - ₹1,00,000 a month"
SQL Developer,LocoBuzz,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Working with application developers to create optimized queries.
Reviewing query performance and optimizing code.
3 years experience in Microsoft Sql Server.",
Junior PHP Developer,Neosoft Technologies Pvt.Ltd,"Navi Mumbai, Maharashtra",30+ days ago,2020-12-26,"We are looking for Junior PHP application developers who can execute project plans, specifications, develop and manage multiple concurrent projects as well as…",
Full Stack Developer,Sunday Mobility,"Mumbai, Maharashtra",25 days ago,2020-12-26,"We are looking for full stack developer,.
Location: Mumbai/ remote (work from home).
3-5 years of software industry experience with strong expertise in angular,…","₹3,00,000 - ₹8,00,000 a year"
User Interface Developer,Cactus Global,"Andheri, Mumbai, Maharashtra",30+ days ago,2020-12-26,"As a UI/UX developer in Kolabtree’s engineering team, you will be responsible for developing and delivering a visually rich and behaviorally responsive…",
PHP Developer,EduBridge Learning Pvt.Ltd,"Mumbai, Maharashtra",25 days ago,2020-12-26,"Knowledge of PHP web frameworks Codeigniter / Laravel.
Experience in design, development of PHP based web applications, Core PHP, Web Services (Json), MySQL.","₹15,779 - ₹65,574 a month"
Software Developer (Android),Web Partners Services Pvt. Ltd.,"Mumbai, Maharashtra",8 days ago,2020-12-26,We are looking for an Android developer responsible for the development and maintenance of applications aimed at a vast number of diverse Android devices.,"₹5,00,000 - ₹9,00,000 a year"
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
Software Analyst (Front End Development),Alps Talent Solution Pvt Ltd,"Mumbai, Maharashtra",28 days ago,2020-12-26,"Candidate should have a very good understanding of developing modern web applications using HTML, CSS, Bootstrap, SCSS.
Qualification- BE/MCA/BSc IT.","₹30,000 - ₹45,000 a month"
Ruby on Rails Developer,DesiDime,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Ideal candidate is a strong individual contributor, has led a team of developers, and wants to continue in this dual role in a growing startup.",
PHP Developer - Remote,"Interloper, Inc.","Mumbai, Maharashtra",5 days ago,2020-12-26,"Our website is built in Core PHP and need a full time experienced PHP developer to help us out.
Experience: 3 to 5 years.
Pay: Rs: 15,000 to RS: 25,000 / month.","₹15,000 - ₹25,000 a month"
Dot Net Developer,Mind Technologies Pvt Ltd,"Santacruz, Mumbai, Maharashtra",14 days ago,2020-12-26,"Coordinate with other software professionals and developers.
ASP.NET framework, SQL Server and Model-View-Controller (MVC).
SQL Server, Coding in SQL.","₹25,000 - ₹35,000 a month"
Full Stack Javascript Developer,Qleverlabs Technologies,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"We are looking for a full-s tack developer.
Integration of user-facing elements developed by front-end developers with server side logic.",
Front-End Developer,Arham Labs,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Mumbai, Full-time | Compensation negotiable.
We are looking for a Front-End Web Developer who is motivated to build usable, high-performance, pixel-perfect…",
Frontend Developer/Lead,Rejolut Technology Solutions Pvt Ltd,"Navi Mumbai, Maharashtra",7 days ago,2020-12-26,"Rejolut is one of the award-winning fastest-growing emerging tech company which is working on leading technology like Blockchian, ML & AI, Complex mobile & web…","₹6,00,000 - ₹12,00,000 a year"
Node js developer,Bigbang HR Advisors,"Andheri, Mumbai, Maharashtra",23 days ago,2020-12-26,"Developers with server side logic.
A)Need only candidates who can join within ""2 months"".
Job location is ""Andheri East"".
Co-workers into the application.","₹6,00,000 - ₹11,00,000 a year"
Python Developer,iCastX Technologies,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Integration of user-facing elements developed by front-end developers with server-side logic.
Develop new customized modules (Using Python Code).",
Frontend Developer,CREDIT FAIR,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Candidate Must have relevant experience of 1 - 3 years.
In Depth Knowledge of React, Reactnative, Javascript, Redux, Hooks, ECMAscript (ES6, ES7, etc.), ios,…",
Junior PHP Developer,WDI,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Strong knowledge of PHP web frameworks such as Laravel and Code Igniter.
Good knowledge of JavaScript, jQuery, Bootstrap, CSS3 and HTML5.",
Java Developer,ComUnus,"Mumbai, Maharashtra",30+ days ago,2020-12-26,0 to 3 Years Experience in below Required Skill:,
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
Front End Developer,Credit Fair,"Mumbai, Maharashtra",15 days ago,2020-12-26,"Candidate Must have relevant experience of 1 - 2 years.
In Depth Knowledge of React, Reactnative, Javascript, Redux, Hooks, ECMAscript (ES6, ES7, etc.), ios,…","₹4,00,000 - ₹4,50,000 a year"
Mobile Game Developer - Java/Javascript,Rendered Ideas Softgame Pvt Ltd,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Mobile game developer in java: 1 year (Required).
Minimum 1 years’ experience working as game developer with knowledge of Java, Javascript, CSS & Html5.","₹4,50,000 a month"
Backend Developer,Baker Hughes,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Do you enjoy being part of team that develops high-quality code?
Do you enjoy acting quickly to solve problems?
Join our Digital Solutions Team.",
Junior Application Developer,JM FINANCIAL HOME LOANS,"Mumbai, Maharashtra",27 days ago,2020-12-26,"REQUIRED EXPERIENCE: 3-4 years.
Supporting Application Development & Managing Business Analyst Role.
0-2 years’experience designing and developing commercial…",
C# Developer,Rinira Technologies,"Andheri, Mumbai, Maharashtra",30+ days ago,2020-12-26,MUST have minimum 3 years of professional experience in developing secure web applications using C#/MVC/SQL Server(SP & UDF) using latest technologies.,
Software Developer,Scan Infotech Private Limited,"Mumbai, Maharashtra",8 days ago,2020-12-26,"Looking for Candidates near by location (Lower Parel / Chinchpokli) C#, ASP.
Net, MVC OOPS, Java script, JQuery, CSS, HTML, SQL Database (2008 and above), MVC,…",
Flutter Developer,Actofit Wearables,"Navi Mumbai, Maharashtra",11 days ago,2020-12-26,"Design and Build sophisticated and highly scalable apps using Flutter.
Build custom packages in Flutter using the functionalities and APIs already available in…","₹45,000 - ₹50,000 a month"
EDI HQ Consultant/developer,ANI Calls India Private Limited,"Mumbai, Maharashtra",5 days ago,2020-12-26,"EDI mapping, development, and support utilizing EDI HQ.
EDI integration with third-party applications.
Working with EDI trading partners for set up and support.","₹8,00,000 - ₹16,00,000 a year"
ReactJS Developer,Mindcraft,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Experience in web and mobile development using React JS/AngularJS.
Knowledge of user experience best practices, experience with IBM Design principles and…",
Web Developer,Xiphi Tech,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Years of Experience 1-3.
Joining Date Oct 25, 2015.
Document activities and project details for KB.",
Software Engineer (Developer),Analytical Solutions,"Navi Mumbai, Maharashtra",2 days ago,2020-12-26,"Technical Skills and Desired Profile : *.
Design, build and configure applications to meet business process and application requirements.","₹2,50,000 - ₹5,00,000 a year"
Android App Developer Intern,ideamagix,"Mumbai, Maharashtra",30+ days ago,2020-12-26,We are looking for an Android Developer who possesses a passion for pushing mobile technologies to the limits and will work with our team of talented engineers…,
PHP Developer,Rainbox Media Private Limited,"Mumbai, Maharashtra",25 days ago,2020-12-26,"Write clean, well-designed Scalable code.
Troubleshoot and test core product software to ensure strong optimization.
Strong Experience in Core PHP.","₹15,000 - ₹45,000 a month"
Full Stack Developer,Trio Services,"Kandivali, Mumbai, Maharashtra",13 days ago,2020-12-26,"Developing front end website architecture.
Designing user interactions on web pages.
Developing back end website applications.
Total work: 1 year (Preferred).","₹5,00,000 - ₹7,00,000 a year"
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
E-Learning Course Developer (Authoring Tools Specialist),Centre for Investment Education & Learning,"Mumbai, Maharashtra",28 days ago,2020-12-26,"We empanel content writers and developers to work for us as in-house consultants or independent consultants.
For all positions, write to us at priya.hunari@ciel…",
Software Functional Manual Test Engineer Health or General Insurance Domain,JCX Solutions Pvt. Ltd.,"Mumbai, Maharashtra",9 days ago,2020-12-26,"General (Mixed) or Health Insurance Software Functional Test Engineer.
Understand client requirements, queries, issues and respond.","₹2,00,000 - ₹5,00,000 a year"
FrontEnd Engineer,Social Wavelength,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"5-6 experience working with AngularJS, NodeJS (additional) , CSS, SASS , JQuery , HTML5 (Mandatory) and Javascript (Mandatory).",
Java Developer,Anlage Infotech Pvt. Ltd,"Mumbai, Maharashtra",15 days ago,2020-12-26,"Ob Description • 5+ years of experience in designing and developing Java/ J2EE Applications.
Advanced knowledge of architecture, design and business processes.","₹50,000 - ₹80,000 a month"
Python - API Developer,Angel broking,"Mumbai, Maharashtra",15 days ago,2020-12-26,"Designation: Software Developer (ABL_SS_246).
Architecture & Design systems for Predictive analysis and writing algorithms to deal with financial data.",
Java Developer,Nimetler Technologies Private Limited,"Navi Mumbai, Maharashtra",15 days ago,2020-12-26,"Nimetler Technologies Private Limited is looking for JAVA technology candidates for work from home project.
Minimum 1 year experience and completed at least 2…",
Software Developer - intern | Thane,Applied Cloud Computing,"Thane, Maharashtra",30+ days ago,2020-12-26,"ACC has the deep expertise to drive cloud adoption for Financial Services organizations, including the largest Indian banks, Insurance firms, investment…",
Angular Developer,Neosoft Technologies Pvt.Ltd,"Mumbai, Maharashtra",30+ days ago,2020-12-26,We are looking for developers who will either be responsible to develop a new website or maintain old web applications built in Angular JS and Angular 2+.,
Jr Web Developer,sapwood ventures,"Mumbai, Maharashtra",1 day ago,2020-12-26,"Php, nodejs/python, MVC framework (good to have zend framework), MySQL, jQuery, bootstrap, HTML5, css, cron jobs.
Please refer to the Job description above.",
ASP.NET MVC Application Developer,Accenture,"Mumbai, Maharashtra",3 days ago,2020-12-26,"About Accenture: Accenture is a leading global professional services company, providing a broad range of services in strategy and consulting, interactive,…",
Xamarin Developer,ServPRO Technologies,"Malad, Mumbai, Maharashtra",Today,2020-12-26,"Qualification : B.Tech./B.E./MCA/B.Sc.
Expertise on at least one mobile platform - Native Android or native iOS (using Xamarin).
NET framework 4.6 or higher.",
Database Administrator/ Developer,Reserve Bank Information Technology Private Limite...,"Navi Mumbai, Maharashtra",3 days ago,2020-12-26,"The role is part of Research and Innovation vertical.
We’re looking for MySQL database administrator for RBI’s project developed by ReBIT’s research and…",
Full Stack Developer,Richpanel,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Richpanel is the new, modern way businesses provide customer support.
We’re on a mission to make customer support fun and personal.
Salary : 6 LPA – 12 LPA.","₹6,00,000 - ₹12,00,000 a year"
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
Tableau Developer,Directi,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Radix is the world's largest new domains registry with 10 new extensions that include .
UNO; as well as 1 re-purposed country code top-level domain, .PW.",
Junior Software Application Developer,Genesis Software,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Tech / B.Sc(IT) / B.sc (Comp) or similar.
Experience: 1+ years in VB.net, ASP.net application development & SQL server.
An avid and quick learner.",
Software Engineer/ Developer(PHP),Neural IT,"Navi Mumbai, Maharashtra",18 days ago,2020-12-26,"Experience: 1yr to 7 yrs.
Mandatory - PHP, MySQL with Strength in AJAX.
Knowledge of DRUPAL would be preferable.
Salary: Up to ₹600,000.00 per year.","₹6,00,000 a year"
Workflow/BPM Developer,BAUER Corporate Services,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"For our information technology department in the area of Cross Applications - automation processes, we are now looking for a committed and qualified Application…",
Web Developer - Front End,Della By Jimmy Mistry,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"We are looking for programmers with a keen eye for design for the position of Front End Developer.
Front end Developers are responsible for ensuring the…",
Software Development Internship Training,ZENBERRY DIGITALS PRIVATE LIMITED,"Mumbai, Maharashtra",16 days ago,2020-12-26,"A Bachelors/Masters/PhD degree in Engineering (Computer Science or related fields).
Programming experience - Python, JavaScript, Java, Android, iOS , MySQL, Vue…","₹3,000 - ₹5,000 a month"
Wordpress Developer,O2 Advertising,"Mumbai, Maharashtra",25 days ago,2020-12-26,"Designing wordpress website as per brief of clients.
# photoshop and othet design skills are highly appreciated.
Salary: From ₹12,500.00 per month.","₹12,500 a month"
Asp.net Developer,Greytrix,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"This person will work with a team of experienced analysts, developers and business resources to build highly-performing enterprise systems.",
